national_inv,lead_time,in_transit_qty,forecast_3_month,sales_3_month,went_on_backorder
2,8.0,0,0,0,0
2,8.0,0,1,3,1
56,8.0,0,0,1,0
97,8.0,0,0,43,1
0,12.0,0,2,5,1
51,4.0,0,0,30,0
23,8.0,0,0,1,0
7,2.0,0,0,0,0
5,8.0,0,0,0,0
15,8.0,0,0,0,0
4980,52.0,0,0,0,0
0,2.0,0,6,17,1
37,12.0,0,0,10,0
2,8.0,0,26,8,1
1,2.0,0,10,2,1
46,8.0,0,424,0,0
2,8.0,0,0,0,0
7,8.0,0,0,2,0
2,2.0,0,0,0,0
0,8.0,0,2,3,1
0,8.0,0,5,5,1
17,8.0,0,0,0,0
42,8.0,53,0,54,0
0,9.0,0,3,0,0
12,8.0,0,0,0,0
0,9.0,0,5,8,1
7,8.0,62,0,11,0
0,12.0,0,3,0,1
7,9.0,0,0,0,0
5,8.0,0,0,10,1
7,2.0,0,5,8,1
0,8.0,0,0,0,0
23,2.0,0,0,0,0
47,8.0,0,0,2,0
331,12.0,0,0,12,0
0,2.0,0,3,3,1
348,8.0,10,150,319,0
13,2.0,0,100,70,1
1,14.0,0,27,9,1
1,8.0,0,2,4,1
135,12.0,28,740,728,1
1,8.0,0,1,1,1
2,12.0,1,0,0,0
8495,8.0,6,0,90,0
356,8.0,0,0,24,0
0,8.0,0,0,0,0
10,2.0,0,0,0,0
1,3.0,0,6,10,1
0,9.0,0,1,1,1
2,8.0,0,1,2,1
-1,16.0,0,48,25,1
1,8.0,0,1,3,1
0,12.0,0,7,0,1
1,8.0,0,1,3,1
11,8.0,0,7,13,1
0,2.0,0,0,0,1
29,2.0,0,0,0,0
128,8.0,6,104,65,0
15,2.0,4,514,253,1
4,2.0,0,4,0,0
0,8.0,0,0,0,0
49,8.0,4,33,63,1
45,8.0,6,12,24,0
10,12.0,10,0,0,0
2,8.0,0,12,6,1
5,9.0,0,0,0,0
1672,2.0,0,0,2,0
39,8.0,0,0,0,0
0,8.0,0,12,4,1
7,4.0,0,0,0,0
5,9.0,0,10,21,0
3,12.0,0,46,29,1
0,8.0,0,15,8,1
1,8.0,0,1,3,1
90,8.0,0,0,18,0
29,8.0,0,338,162,1
3,8.0,0,0,0,1
0,12.0,0,4,3,1
1,3.0,0,3,44,1
31,2.0,0,0,1,1
161,2.0,0,0,0,0
18,2.0,0,11,2,1
5,8.0,0,2,3,0
1725,2.0,93,1000,1371,0
4,2.0,0,3,3,0
36,8.0,0,20,19,0
3,2.0,0,5,0,0
1,8.0,0,1,4,0
0,8.0,0,2,0,0
1010,2.0,517,2430,3863,0
2,8.0,0,35,21,1
4,2.0,0,16,23,1
0,8.0,0,10,2,1
63,52.0,0,0,6,0
2,2.0,0,0,21,1
-7,12.0,0,10,21,1
2,2.0,0,6,2,1
0,2.0,0,10,0,1
0,4.0,0,10,0,1
0,8.0,0,0,0,1
3,8.0,0,0,0,0
29,8.0,2,502,357,1
122,9.0,18,83,92,0
9,4.0,0,0,0,0
0,2.0,0,30,0,1
0,2.0,0,3,2,1
136,8.0,0,0,9,0
48,2.0,0,0,0,0
191,4.0,0,0,5,0
1,8.0,0,17,8,1
47,4.0,0,208,156,1
190,8.0,0,0,6,0
2,2.0,0,24,20,1
3,8.0,0,24,14,1
0,8.0,0,0,0,1
0,8.0,0,0,0,0
0,2.0,0,0,0,1
4,9.0,0,5,6,1
0,12.0,0,5,0,1
22,9.0,0,0,1,0
14,2.0,0,16,16,1
189,12.0,0,0,0,0
0,8.0,0,7,6,0
10,8.0,0,51,38,1
0,8.0,0,3,4,1
3,8.0,0,0,0,0
3,8.0,0,7,4,0
4,8.0,0,2,4,1
10,2.0,0,0,0,0
609,2.0,105,1152,997,0
102,8.0,0,0,1,0
5,2.0,0,0,2,1
6,8.0,0,0,1,0
0,2.0,0,136,32,1
28,2.0,4,30,27,1
1276,2.0,308,5139,6286,0
1,2.0,0,20,15,1
1,2.0,7,0,3,0
1,8.0,0,2,2,1
502,8.0,95,90,251,0
16,8.0,0,54,42,0
0,2.0,0,42,33,1
0,4.0,0,100,22,1
0,8.0,0,5,4,1
24,8.0,0,0,0,0
0,2.0,0,5,0,1
41,8.0,0,0,6,0
2,2.0,0,3,5,1
25,8.0,2,305,263,1
4,8.0,0,0,0,1
2,8.0,0,13,8,1
2,8.0,0,4,6,1
460,8.0,43,228,419,0
3,8.0,0,0,4,1
13,2.0,0,108,114,1
208,8.0,108,90,254,0
7,8.0,0,0,2,0
1006,8.0,33,284,453,0
0,2.0,0,17,0,1
0,8.0,0,5,3,1
2,2.0,0,10,10,1
81,9.0,0,0,22,0
2,8.0,0,11,18,1
747,8.0,0,0,0,0
351,2.0,0,0,49,0
17,0.0,0,0,0,0
0,2.0,0,21,0,1
1,8.0,0,0,0,0
2348,2.0,4,0,39,0
92,2.0,0,288,264,1
7,8.0,0,64,34,0
0,2.0,0,0,0,1
9,12.0,0,10,10,1
3,8.0,0,0,0,0
1,2.0,0,15,12,1
0,2.0,0,8,0,1
18,8.0,1,154,110,1
0,2.0,0,8,1,1
389,4.0,279,263,354,0
0,2.0,0,5,0,1
0,2.0,0,65,0,0
2,9.0,0,0,2,0
0,9.0,0,1,0,1
7,2.0,0,6,6,1
12,8.0,0,204,136,1
2,8.0,0,2,2,0
55,2.0,0,0,3,0
1,12.0,0,1,5,1
1,12.0,0,3,2,1
-31,8.0,0,157,107,1
10,2.0,0,12,12,1
0,2.0,0,2,0,1
392,8.0,63,84,377,0
4,8.0,0,52,21,1
-100,8.0,0,540,180,1
27,2.0,1,62,23,1
170,8.0,1,202,169,0
0,8.0,0,20,5,1
0,2.0,0,21,1,1
2,2.0,0,0,0,0
3,9.0,0,0,0,0
-10,2.0,92,132,197,1
31,8.0,0,0,1,0
23,12.0,0,216,121,1
7,2.0,0,47,23,1
27,2.0,0,105,41,1
3,0.0,0,606,373,1
49,8.0,41,140,109,0
34,8.0,0,0,8,0
39,8.0,2,185,158,0
147,4.0,0,72,86,0
10,2.0,0,0,2,1
1,2.0,0,5,29,1
6,4.0,0,0,2,0
5,12.0,0,0,0,0
2,12.0,0,0,0,1
6,2.0,0,0,0,0
182,12.0,0,0,1,0
3,8.0,0,12,14,1
1,4.0,0,0,1,1
4,9.0,0,0,0,0
5,2.0,0,0,18,1
0,2.0,0,1,3,1
36,8.0,0,0,25,0
3,8.0,0,0,1,0
4,12.0,0,0,4,1
3,9.0,0,0,0,0
0,8.0,0,30,26,1
5,2.0,0,0,12,1
8,2.0,0,0,0,0
4,8.0,0,0,0,0
0,8.0,0,6,0,1
644,2.0,272,250,765,0
1543,2.0,0,0,15,0
0,9.0,0,3,2,1
0,12.0,0,13,5,1
42,9.0,0,0,0,0
7,2.0,0,0,3,1
86,8.0,11,28,43,0
100,8.0,0,500,437,1
16,2.0,0,0,8,1
2,9.0,0,0,0,0
1,8.0,0,9,4,1
0,2.0,0,11,0,1
0,8.0,0,46,41,1
2,8.0,0,20,3,1
0,2.0,0,6,0,1
28,13.0,0,0,0,0
21,8.0,0,11,16,0
3,8.0,0,4,4,1
0,2.0,0,307,0,1
2,12.0,0,0,0,1
433,4.0,0,0,0,0
3,8.0,0,20,6,1
6,8.0,0,89,78,1
0,4.0,0,7,0,0
2,8.0,0,1,1,1
9,8.0,0,20,17,1
2,8.0,0,16,14,1
0,2.0,0,10,0,1
3,12.0,0,0,0,0
12,8.0,0,0,6,0
57,8.0,0,64,45,0
0,8.0,0,8,16,1
0,2.0,0,500,0,1
189,8.0,279,7419,2561,1
2,8.0,0,7,5,1
2,8.0,0,0,3,0
-1,8.0,0,2,4,0
0,8.0,0,6,2,1
15,4.0,0,119,24,1
0,8.0,0,0,0,0
2,12.0,0,5,18,1
13,12.0,0,0,0,0
0,9.0,0,3,3,1
2,4.0,0,0,0,0
66,8.0,0,0,0,0
14,2.0,0,0,0,0
8,2.0,9,0,1,0
2,8.0,0,9,13,1
3,8.0,0,2,5,0
6,2.0,6,0,0,0
20,12.0,0,4,8,1
1046,8.0,800,4400,0,0
3,3.0,0,0,0,0
1,4.0,0,0,0,0
37,2.0,0,0,106,1
2,9.0,2,0,2,0
7,9.0,0,43,20,1
152,2.0,83,224,174,0
67,2.0,0,0,5,0
-1,8.0,0,25,9,1
20,8.0,0,110,42,1
15,2.0,0,20,12,0
63,9.0,0,0,0,0
16,2.0,2,238,139,1
0,2.0,0,0,1,1
10,9.0,0,0,0,0
2,9.0,0,0,0,0
1,8.0,0,0,0,0
31,2.0,0,0,0,0
5,8.0,0,0,1,0
2,9.0,0,1,2,1
9,8.0,0,0,0,0
0,9.0,0,3,4,1
23,6.0,0,0,0,0
4,8.0,0,0,0,0
10,12.0,0,0,0,0
44,2.0,4,29,43,0
0,2.0,0,5,0,0
0,8.0,0,74,29,1
9,2.0,12,0,22,0
1127,2.0,0,600,28,0
10,8.0,0,0,0,0
4,8.0,0,18,8,1
1,8.0,0,6,6,1
0,2.0,0,5,0,1
17,2.0,0,0,0,0
107,8.0,8,0,2,0
15,9.0,0,0,4,0
200,8.0,0,0,0,0
4,9.0,0,0,0,0
0,2.0,0,13,0,1
13,2.0,0,24,38,1
4,2.0,0,1,4,1
6,3.0,0,0,4,1
39,8.0,0,29,32,0
1,12.0,0,4,5,1
2,2.0,0,6,29,1
1235,12.0,0,0,32,0
0,2.0,0,6,0,0
47,2.0,0,0,23,0
3,9.0,0,0,1,0
10,8.0,0,0,0,0
10,8.0,0,0,23,1
13,8.0,10,20,31,1
10,8.0,0,12,10,0
2560,13.0,0,0,0,0
1,2.0,0,3,2,1
102,4.0,3,34,69,0
3,8.0,0,17,1,0
92,14.0,201,600,417,0
2,12.0,0,24,14,1
0,2.0,0,9,0,0
13,2.0,0,12,36,1
0,12.0,0,19,8,1
0,8.0,0,0,2,0
12,8.0,0,0,8,1
2,8.0,0,5,6,1
14,8.0,0,0,0,0
28,2.0,0,0,7,0
15,2.0,0,0,0,0
51,12.0,0,0,12,0
8,2.0,0,20,20,1
16,2.0,0,100,42,1
0,4.0,0,15,0,1
0,2.0,0,2,0,1
-4,8.0,0,400,46,1
1,3.0,2,7,10,0
2,9.0,0,0,0,0
2,12.0,3,130,85,1
2,8.0,0,0,0,0
2,9.0,0,0,0,0
-40,8.0,0,536,405,1
5,0.0,0,10,12,1
37,12.0,1,5,7,0
41,2.0,73,96,87,0
96,2.0,0,0,0,0
1,4.0,0,0,1,1
0,2.0,0,224,6,1
7318,8.0,63,0,552,0
-769,12.0,0,1559,14454,1
6,8.0,0,20,13,1
3,12.0,0,18,18,1
2,8.0,0,25,1,1
6,8.0,0,0,0,0
73,52.0,0,0,0,0
0,12.0,0,12,7,1
10,2.0,0,3,17,1
2,8.0,0,10,10,1
200,2.0,0,0,0,0
113,8.0,0,0,7,0
0,8.0,0,288,6,1
919,8.0,0,0,48,0
23,2.0,3,36,41,1
115,8.0,0,0,12,0
0,2.0,0,5,1,1
20,8.0,0,33,49,0
-3,16.0,0,19,12,1
5,2.0,0,0,2,1
12,4.0,0,0,0,0
20,4.0,0,100,39,0
22,2.0,0,0,0,0
8,8.0,0,0,0,0
66,2.0,41,30,85,0
34,8.0,32,80,91,0
-346,2.0,0,17815,7739,1
119,8.0,0,0,3,0
1,8.0,0,12,14,1
158,8.0,61,1100,577,1
3,4.0,0,3,3,1
16,2.0,0,25,32,0
0,2.0,0,14,4,1
1,8.0,0,8,7,1
0,2.0,0,27,0,1
10,12.0,0,0,0,0
40,2.0,0,0,20,0
1,8.0,0,10,15,1
0,8.0,0,4,4,1
0,8.0,0,34,19,0
4,2.0,0,0,0,0
0,4.0,2,19,18,1
1,2.0,1,3,3,1
8,12.0,0,0,0,0
0,8.0,0,26,14,1
0,4.0,0,6,0,1
10,2.0,0,0,0,1
37,8.0,0,0,0,0
22,2.0,0,19,55,1
5,8.0,0,9,17,1
351,8.0,0,0,1,0
45,8.0,0,0,0,0
52,12.0,0,0,0,0
5,2.0,0,4,14,0
1,2.0,0,8,11,1
-6,12.0,0,32,2,1
18,8.0,0,0,0,0
9,2.0,0,21,30,1
4,9.0,0,0,1,0
4,12.0,0,0,0,0
1,8.0,0,24,16,1
1,8.0,0,30,9,1
5001,2.0,0,0,1,0
1,2.0,0,15,13,1
197,8.0,33,208,185,0
8,8.0,0,55,41,1
11,8.0,6,74,59,1
109,2.0,0,0,40,0
2,2.0,0,38,20,1
191,8.0,106,96,142,0
17,4.0,0,0,0,0
154,8.0,51,174,206,0
7,2.0,0,0,1,0
0,2.0,0,143,78,1
1,2.0,0,0,0,1
4,2.0,0,32,0,1
80,8.0,2,30,80,0
1,8.0,0,0,2,0
8,2.0,0,0,0,0
62,8.0,0,0,2,0
75,2.0,0,0,9,0
3,8.0,0,0,0,0
0,8.0,0,3,1,1
2,2.0,4,6,13,1
2,12.0,0,0,0,0
6,8.0,0,15,12,1
12,8.0,0,0,2,0
8884,4.0,2940,17360,18699,0
0,8.0,0,7,7,1
4,2.0,0,4,6,1
0,0.0,0,25,0,1
-2,8.0,0,9,0,1
24,8.0,0,7,8,0
97,8.0,0,0,1,0
17,2.0,0,30,29,0
5,8.0,0,7,8,1
4,9.0,0,0,0,0
127,8.0,0,0,0,0
19,2.0,0,0,0,0
4,2.0,0,0,17,1
5,9.0,0,10,10,1
6,12.0,2,3,0,0
17,8.0,0,0,0,0
12,8.0,0,8,13,0
26,8.0,0,0,14,0
5,2.0,0,12,12,1
21,8.0,0,0,7,0
0,8.0,0,329,0,0
0,4.0,0,3,2,0
1,2.0,0,28,28,1
23,2.0,4,30,29,1
130,2.0,0,0,5,0
15,2.0,0,12,9,1
8,8.0,0,43,30,1
222,8.0,4,0,34,0
5,2.0,0,0,12,1
166,8.0,85,267,299,0
4316,8.0,4,0,75,0
186,2.0,0,0,9,0
2,8.0,0,26,17,1
215,2.0,0,0,6,0
4,8.0,0,35,15,1
-2,8.0,0,11,7,1
4,8.0,0,0,0,0
53,8.0,0,40,20,0
0,2.0,0,10,0,1
28,2.0,0,25,24,1
93,4.0,16,20,199,0
6,2.0,0,0,0,1
2,12.0,0,0,0,0
6,6.0,0,0,0,0
23,12.0,0,0,0,0
3,3.0,0,167,97,1
38,4.0,0,0,0,0
6,8.0,0,0,4,0
70,9.0,0,0,0,0
46,8.0,0,0,6,0
105,8.0,0,0,0,0
34,8.0,0,0,0,0
5,8.0,0,1,3,0
6,4.0,0,18,9,1
9,8.0,0,7,5,0
120,2.0,0,0,0,0
11,8.0,0,0,0,0
-28,9.0,0,86,63,1
0,9.0,0,2,1,1
16,8.0,0,118,61,1
0,2.0,0,5,0,1
2,8.0,0,8,7,1
0,8.0,0,0,0,1
0,8.0,0,26,14,1
83,8.0,0,70,90,0
16,8.0,0,0,1,0
0,8.0,0,16,14,1
245,2.0,26,330,448,0
0,2.0,0,5,0,0
19,2.0,0,400,363,1
15,0.0,0,0,6,0
4,2.0,0,0,2,0
14,8.0,0,30,39,1
3,8.0,0,0,0,0
2,4.0,0,0,0,0
20,2.0,0,0,0,0
3,8.0,0,0,0,0
3,2.0,0,180,43,1
89,8.0,0,0,1,0
7,2.0,0,26,19,1
0,8.0,0,6,10,1
495,8.0,0,0,0,0
11,8.0,0,100,22,1
64,8.0,13,171,140,0
100,2.0,0,0,204,1
1,8.0,0,60,17,1
-4,9.0,0,53,50,1
0,8.0,0,1,1,1
0,8.0,0,0,0,0
0,4.0,0,7,11,1
60,9.0,4,0,98,0
92,8.0,0,0,3,1
13,3.0,0,35,19,1
1,8.0,0,19,19,1
9,2.0,0,410,665,1
15,2.0,0,0,0,0
9,2.0,0,0,0,0
-1,8.0,0,6,11,1
31,2.0,0,300,104,1
24,13.0,0,240,74,1
1,10.0,0,4,6,1
8,10.0,0,0,5,1
13,8.0,0,0,0,0
-3,8.0,0,240,42,1
8,8.0,0,8,4,0
0,2.0,0,5,4,1
9,8.0,0,14,23,1
-219,8.0,1,291,734,1
7,8.0,0,10,9,1
8,8.0,0,0,0,0
23,0.0,0,0,2,0
14,3.0,16,82,113,1
50,15.0,0,20,0,0
2,9.0,0,0,0,0
1,8.0,0,2,2,1
9,8.0,0,6,8,1
2,12.0,0,0,0,0
2,12.0,0,0,0,0
0,12.0,0,3,2,1
21,0.0,2,36,41,1
18,8.0,0,0,1,0
11,9.0,0,0,0,0
1,6.0,1,1,1,0
112,2.0,23,152,142,0
1,3.0,0,2,9,1
73,8.0,0,0,1,0
0,8.0,0,7,0,1
3,4.0,0,0,0,0
11,9.0,0,0,0,0
-1,8.0,1,15,7,1
3,2.0,0,0,1,0
23,12.0,2,2375,1805,1
116,8.0,0,0,4,0
18,8.0,0,13,3,0
4,2.0,0,0,0,0
6,9.0,0,0,0,0
6,2.0,0,0,1,1
1,9.0,0,1,1,1
21,8.0,0,22,16,0
84,4.0,0,0,7,0
-3,9.0,7,10,23,1
76,9.0,20,240,160,1
0,4.0,0,82,1,1
24,8.0,2,151,116,1
2,8.0,0,0,0,0
7,8.0,0,0,1,1
0,8.0,0,13,6,1
1,12.0,0,0,1,1
78,12.0,0,0,19,0
7,4.0,0,0,0,0
2,8.0,0,16,12,1
8,9.0,0,7,8,1
3,8.0,0,0,0,1
104,0.0,0,1249,661,1
8,2.0,0,0,3,0
28,2.0,17,183,109,1
0,8.0,1,14,6,1
1,8.0,0,6,7,1
0,2.0,0,25,16,1
0,12.0,0,17,10,1
0,2.0,0,4,0,1
0,12.0,0,10,8,1
-23,8.0,1,256,182,1
1,8.0,0,47,22,1
3,8.0,3,9,12,1
2,8.0,0,0,0,0
14,8.0,0,0,0,0
1,2.0,0,5,6,1
3993,2.0,637,2900,4528,0
3,8.0,0,0,0,0
0,2.0,0,77,1,1
25,12.0,0,46,38,0
99,12.0,0,0,0,0
39,8.0,14,64,52,0
6,8.0,0,48,48,1
6,8.0,0,0,0,0
2,9.0,0,0,0,0
164,9.0,22,0,64,0
129,8.0,0,0,2,0
4,8.0,0,0,0,1
0,8.0,0,0,0,0
13,8.0,0,20,22,1
11,8.0,0,0,0,0
79,8.0,2,24,40,0
43,8.0,0,0,13,0
2,2.0,0,1,8,1
0,8.0,0,212,5,1
0,9.0,0,241,0,1
0,8.0,0,16,8,1
18,8.0,0,0,8,0
27,2.0,0,0,0,0
1,0.0,0,8,5,1
199,12.0,0,0,0,0
3120,52.0,1,0,12,0
0,2.0,0,10,5,1
1,12.0,0,16,16,1
1811,8.0,2,0,62,0
2,2.0,0,1,1,1
0,12.0,0,10,8,1
7,8.0,0,16,15,1
8,12.0,0,31,23,1
19,14.0,0,2,15,0
2,8.0,0,3,3,1
0,9.0,0,5,0,0
21,0.0,0,434,81,1
0,2.0,0,22,0,1
400,9.0,0,0,0,0
-35,12.0,26,288,224,1
9,9.0,0,0,0,0
582,8.0,7,0,118,0
2,8.0,0,1,14,1
26,2.0,0,0,0,0
6,2.0,0,39,39,1
1015,8.0,0,700,2,0
4,8.0,0,0,1,0
0,2.0,0,6,0,1
6,2.0,0,312,3,1
1,4.0,0,8,7,1
2,12.0,0,185,5,1
17,12.0,0,29,24,1
3,2.0,0,0,1,1
721,12.0,60,29,332,0
524,12.0,185,1408,1430,0
40,8.0,0,0,9,0
534,8.0,0,0,2,0
212,12.0,15,0,84,0
1,8.0,0,17,11,1
20,2.0,0,0,2,1
628,12.0,4,0,91,0
1106,2.0,0,0,0,0
1,12.0,0,20,10,1
18,2.0,0,0,0,0
0,3.0,0,12,5,1
120,15.0,0,0,22,0
8,8.0,0,0,4,1
8,4.0,2,6,3,0
8,12.0,4,9,12,0
95,2.0,80,0,17,0
12,2.0,1,6,6,0
7,2.0,0,5,6,1
5,9.0,0,0,1,0
5,16.0,0,26,26,1
5,4.0,0,0,0,0
14,12.0,0,0,4,0
0,2.0,0,118,0,1
6,8.0,0,8,12,1
55,2.0,0,0,2,0
12,8.0,0,12,8,0
51,11.0,3,53,51,0
17,4.0,0,0,7,0
0,8.0,0,1,1,1
1,8.0,0,4,4,1
212,2.0,67,96,87,0
0,8.0,4,13,16,1
1,2.0,0,0,1,1
3,5.0,3,4,5,0
-2,8.0,0,12,0,1
18,8.0,0,112,0,1
6,2.0,0,0,2,1
1,12.0,0,4,4,1
0,8.0,0,0,3,0
-1,8.0,3,5,7,1
305,2.0,4,112,134,0
61,4.0,0,0,12,0
1,9.0,0,1,0,1
3,8.0,0,1,5,1
0,8.0,0,3200,0,1
4,8.0,0,0,0,0
59,8.0,1,5,41,0
0,12.0,0,3,2,1
3,8.0,0,0,0,0
5,8.0,0,37,13,1
0,2.0,0,5,0,1
3,8.0,0,0,0,0
65,4.0,0,0,0,0
11,2.0,0,0,0,0
28,8.0,0,0,2,0
1,8.0,2,24,14,1
57,4.0,0,0,12,0
37,8.0,0,0,21,0
81,8.0,31,60,143,1
-7,17.0,0,27,13,1
21,8.0,0,96,69,1
17,8.0,0,0,0,0
49,8.0,0,0,1,0
155,8.0,3,0,46,0
0,8.0,0,3,4,1
1,8.0,0,28,16,1
4,8.0,0,0,0,0
10,8.0,0,22,30,1
25,2.0,0,0,0,0
0,8.0,0,20,9,1
4,2.0,0,0,18,1
502,8.0,116,307,521,0
3081,9.0,116,2760,2055,0
5,2.0,0,10,4,0
59,2.0,0,11,57,1
8,8.0,0,0,2,0
154,8.0,488,1200,1330,0
1,12.0,0,5,5,1
59,8.0,14,34,36,0
0,8.0,0,3,2,1
1,12.0,0,10,6,1
4,8.0,0,0,0,0
0,8.0,0,5,0,1
8,2.0,1,13,12,1
0,12.0,0,6,0,0
4,8.0,0,0,2,0
100,4.0,0,566,316,1
21,2.0,0,0,13,1
311,2.0,39,191,267,0
18,8.0,0,10,14,0
4,8.0,0,2,4,1
0,2.0,0,50,19,1
2,8.0,0,0,1,1
7,4.0,0,0,1,0
8,4.0,0,0,0,0
53,4.0,0,0,44,0
1,8.0,0,12,14,1
6,8.0,0,32,18,1
0,8.0,0,66,0,1
7,8.0,0,0,0,0
1,8.0,0,24,20,1
63,8.0,0,343,300,1
2,2.0,0,0,0,0
79,2.0,0,0,14,1
0,4.0,0,18,12,1
166,8.0,0,210,102,0
215,2.0,0,0,2,0
207,8.0,35,1218,697,1
2,4.0,0,12,11,1
27,2.0,0,60,53,1
9,8.0,0,60,60,1
0,12.0,0,0,0,0
6,2.0,0,110,52,1
0,8.0,0,12,7,1
0,8.0,0,24,14,1
20,4.0,0,0,0,0
6,8.0,0,12,8,1
15,8.0,4,60,27,0
0,8.0,0,2,1,1
4,8.0,0,5,3,1
16,8.0,0,0,9,1
10,8.0,0,112,43,1
5,8.0,1,35,19,1
3,8.0,0,0,0,1
50,2.0,0,0,1,0
0,2.0,0,12,0,1
12,8.0,0,0,0,0
16,2.0,0,0,0,0
959,8.0,12,0,117,0
6,2.0,0,0,6,1
78,8.0,0,0,2,0
10,2.0,0,0,1,0
0,9.0,0,11,3,1
5,52.0,0,0,0,0
32,16.0,0,24,34,0
0,2.0,0,85,0,1
439,2.0,345,856,809,0
420,8.0,0,0,50,0
0,2.0,0,130,0,1
3,2.0,0,28,14,1
321,8.0,0,0,0,0
6,2.0,0,0,0,0
18,8.0,0,0,0,0
0,12.0,0,5,5,1
-21,2.0,0,39,106,1
0,2.0,0,3,0,0
5072,2.0,0,0,24,0
0,2.0,0,10,0,1
5,10.0,0,0,0,0
471,9.0,77,540,691,0
-4,8.0,0,24,6,1
0,2.0,1,6,6,1
0,8.0,0,2,0,0
5,8.0,0,4,4,1
13,4.0,0,0,22,1
4,2.0,0,1,0,0
1,2.0,0,6,3,1
20,8.0,0,0,0,0
0,8.0,0,3,3,1
5,8.0,0,80,49,1
4,8.0,0,0,4,1
3,2.0,0,0,4,1
166,9.0,66,126,144,0
3,8.0,0,6,7,1
555,8.0,400,1032,922,0
466,3.0,123,592,616,0
0,2.0,0,5,0,0
7,12.0,0,11,14,1
21,8.0,54,110,206,1
2,8.0,0,1,0,0
1,2.0,0,2,2,1
-29,8.0,12,843,501,1
27,52.0,0,116,9,0
14,2.0,0,5,0,0
0,2.0,0,130,1,1
544,8.0,13,366,310,0
235,2.0,89,725,642,1
14,8.0,0,0,0,0
20,2.0,0,0,8,0
7,9.0,0,0,0,0
0,12.0,0,6,1,1
107,2.0,84,149,247,0
2,2.0,0,2,3,1
6,8.0,0,8,10,0
0,8.0,0,0,0,0
0,8.0,0,6,1,1
3,12.0,0,0,0,0
0,9.0,0,2,1,1
2038,8.0,101,1050,1010,0
5,9.0,0,0,0,0
42,8.0,1,408,290,1
0,12.0,3,2,0,0
15,8.0,0,0,1,0
0,2.0,0,200,0,1
24,2.0,0,0,0,0
24,2.0,0,0,0,0
743,4.0,564,698,758,0
113,52.0,0,0,0,0
2,12.0,0,0,0,0
1,9.0,0,2,6,1
0,3.0,0,4,0,0
0,2.0,0,11,0,1
143,8.0,46,100,142,0
66,8.0,0,0,3,0
10,2.0,0,2,17,1
4,8.0,0,43,34,1
10,8.0,0,0,0,0
21,8.0,0,0,14,0
8,2.0,0,0,0,0
4569,8.0,10,25000,334,0
7,8.0,0,0,0,0
30,8.0,0,500,157,1
14,8.0,0,20,22,1
1,8.0,0,1,3,1
0,12.0,0,1,0,1
6684,2.0,3800,0,2227,0
3,8.0,0,0,0,0
0,3.0,0,4,2,1
0,15.0,0,0,0,0
1,2.0,0,6,6,1
276,2.0,508,160,584,0
0,2.0,0,4,5,1
3,4.0,0,0,0,0
2000,8.0,0,0,0,0
134,8.0,0,0,82,0
0,2.0,0,5,4,1
3,8.0,0,11,5,1
0,8.0,0,6,3,1
2,2.0,0,10,19,1
0,8.0,0,3,1,1
0,2.0,0,5,0,1
6,2.0,0,6,1,0
0,8.0,0,100,9,1
1,2.0,0,0,1,1
306,8.0,0,0,39,0
129,2.0,0,644,628,1
2,2.0,0,4,11,1
3,2.0,0,0,1,1
472,0.0,0,0,0,0
2,4.0,0,0,0,0
5,9.0,0,0,3,1
13,2.0,0,0,9,1
3,9.0,0,3,9,1
0,9.0,0,2,1,1
63,9.0,18,0,10,0
56,8.0,26,179,150,1
0,2.0,0,9,0,0
2,8.0,0,0,0,0
0,8.0,0,2,3,1
0,9.0,0,241,0,1
5,9.0,0,0,2,0
56,8.0,0,0,0,0
-85,12.0,0,126,110,1
6,12.0,58,42,72,1
11,8.0,0,0,6,0
14,8.0,0,0,1,0
71,8.0,12,124,75,0
128,8.0,0,248,167,1
0,9.0,0,4,2,1
74,8.0,0,0,3,0
185,8.0,0,0,2,0
0,2.0,0,12,0,0
0,8.0,2,1,1,1
927,8.0,36,0,223,0
15,8.0,0,0,0,0
2601,2.0,2,0,129,0
60,4.0,15,6,38,0
2,9.0,0,0,1,0
3,2.0,0,6,5,1
868,8.0,260,1200,1077,0
9,2.0,0,80,53,1
130,2.0,11,502,301,0
5,9.0,0,0,0,0
32,2.0,0,0,9,0
0,2.0,0,5,0,0
4,12.0,0,0,0,0
3,12.0,0,0,0,0
3,8.0,0,0,0,0
7,2.0,0,0,1,0
1,8.0,0,0,0,0
0,8.0,0,32,20,1
0,2.0,0,2,0,1
3,12.0,0,0,1,0
1,2.0,0,2,1,1
29,12.0,0,36,26,0
8,2.0,0,680,0,0
15,8.0,24,234,0,0
0,2.0,0,10,0,1
22,9.0,0,0,0,0
10,8.0,0,2,5,0
26,2.0,0,0,10,0
1649,4.0,0,0,3,0
10,9.0,0,0,0,0
2,8.0,0,5,5,1
380,2.0,73,577,469,0
68,2.0,0,0,2,0
195,2.0,0,400,113,0
-2,12.0,0,32,19,1
0,2.0,0,4,0,0
0,8.0,0,4,5,1
-140,8.0,132,2028,1618,0
55,0.0,0,0,6,0
7,2.0,0,0,1,0
1,12.0,0,12,10,1
95,8.0,0,0,1,0
6,2.0,0,0,0,0
0,8.0,0,1,1,0
4,2.0,3,1,6,0
6,8.0,0,0,0,0
9,12.0,0,0,0,0
